"index";"date.time";"temperature";"sensor";"numserie";"modele";"record_min";"coord";"corr";"temp.corr"
2030;2024-05-02 22:50:49;10.464921875;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;10.5428514908299
2031;2024-05-02 23:20:49;9.74634033203125;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;9.82426994786117
2032;2024-05-02 23:50:49;9.70343994140624;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;9.78136955723616
2033;2024-05-03 00:20:49;9.649814453125;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;9.72774406895492
2034;2024-05-03 00:50:49;9.53183837890625;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;9.60976799473617
2035;2024-05-03 01:20:49;9.48893798828125;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;9.56686760411117
2036;2024-05-03 01:50:49;9.478212890625;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;9.55614250645492
2037;2024-05-03 02:20:49;9.4138623046875;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;9.49179192051742
2038;2024-05-03 02:50:49;9.34951171875;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;9.42744133457992
2039;2024-05-03 03:20:49;9.00630859375;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;9.08423820957992
2040;2024-05-03 03:50:49;8.56657958984375;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;8.64450920567367
2041;2024-05-03 04:20:49;8.4271533203125;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;8.50508293614242
2042;2024-05-03 04:50:49;7.96597412109375;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;8.04390373692367
2043;2024-05-03 05:20:49;7.504794921875;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;7.58272453770492
2044;2024-05-03 05:50:49;7.5476953125;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;7.62562492832992
2045;2024-05-03 06:20:49;7.3546435546875;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;7.43257317051742
2046;2024-05-03 06:50:49;7.47261962890625;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;7.55054924473617
2047;2024-05-03 07:20:49;7.247392578125;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;7.32532219395492
2048;2024-05-03 07:50:49;7.7836474609375;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;7.86157707676742
2049;2024-05-03 08:20:49;8.86688232421875;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;8.94481194004867
2050;2024-05-03 08:50:49;10.1431689453125;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;10.2210985611424
2051;2024-05-03 09:20:49;10.9797265625;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;11.0576561783299
2052;2024-05-03 09:50:49;12.3203637695312;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;12.3982933853611
2053;2024-05-03 10:20:49;12.9209692382812;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;12.9988988541111
2054;2024-05-03 10:50:49;14.1329052734375;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;14.2108348892674
2055;2024-05-03 11:20:49;15.4199169921875;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;15.4978466080174
2056;2024-05-03 11:50:49;16.8034545898437;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;16.8813842056736
2057;2024-05-03 12:20:49;18.4229443359375;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;18.5008739517674
2058;2024-05-03 12:50:49;18.7125219726563;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;18.7904515884862
2059;2024-05-03 13:20:49;19.516904296875;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;19.5948339127049
2060;2024-05-03 13:50:49;19.8386572265625;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;19.9165868423924
2061;2024-05-03 14:20:49;20.4285375976563;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;20.5064672134862
2062;2024-05-03 14:50:49;20.6644897460937;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;20.7424193619236
2063;2024-05-03 15:20:49;20.1925854492187;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;20.2705150650486
2064;2024-05-03 15:50:49;19.9995336914062;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;20.0774633072361
2065;2024-05-03 16:20:49;19.3667529296875;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;19.4446825455174
2066;2024-05-03 16:50:49;18.7232470703125;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;18.8011766861424
2067;2024-05-03 17:20:49;18.3371435546875;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;18.4150731705174
2068;2024-05-03 17:50:49;18.015390625;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;18.0933202408299
2069;2024-05-03 18:20:49;17.0179565429687;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;17.0958861587986
2070;2024-05-03 18:50:49;16.4602514648438;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;16.5381810806737
2071;2024-05-03 19:20:49;16.0312475585937;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;16.1091771744236
2072;2024-05-03 19:50:49;15.6665942382812;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;15.7445238541111
2073;2024-05-03 20:20:49;15.1196142578125;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;15.1975438736424
2074;2024-05-03 20:50:49;14.5297338867187;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;14.6076635025486
2075;2024-05-03 21:20:49;14.0685546875;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;14.1464843033299
2076;2024-05-03 21:50:49;13.5430249023437;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;13.6209545181736
2077;2024-05-03 22:20:49;13.167646484375;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;13.2455761002049
2078;2024-05-03 22:50:49;13.0389453125;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;13.1168749283299
2079;2024-05-03 23:20:49;12.6742919921875;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;12.7522216080174
2080;2024-05-03 23:50:49;12.052236328125;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;12.1301659439549
2081;2024-05-04 00:20:49;11.49453125;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;11.5724608658299
2082;2024-05-04 00:50:49;11.2049536132812;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;11.2828832291111
2083;2024-05-04 01:20:49;11.0869775390625;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;11.1649071548924
2084;2024-05-04 01:50:49;10.7544995117187;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;10.8324291275486
2085;2024-05-04 02:20:49;10.464921875;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;10.5428514908299
2086;2024-05-04 02:50:49;10.1753442382812;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;10.2532738541111
2087;2024-05-04 03:20:49;10.0144677734375;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;10.0923973892674
2088;2024-05-04 03:50:49;10.0144677734375;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;10.0923973892674
2089;2024-05-04 04:20:49;9.9501171875;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;10.0280468033299
2090;2024-05-04 04:50:49;9.86431640625;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;9.94224602207992
2091;2024-05-04 05:20:49;9.9715673828125;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;10.0494969986424
2092;2024-05-04 05:50:49;10.2182446289062;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;10.2961742447361
2093;2024-05-04 06:20:49;10.078818359375;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;10.1567479752049
2094;2024-05-04 06:50:49;9.83214111328125;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;9.91007072911117
2095;2024-05-04 07:20:49;9.778515625;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;9.85644524082992
2096;2024-05-04 07:50:49;10.4970971679687;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;10.5750267837986
2097;2024-05-04 08:20:49;11.3980053710937;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;11.4759349869236
2098;2024-05-04 08:50:49;11.837734375;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;11.9156639908299
2099;2024-05-04 09:20:49;12.43833984375;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;12.5162694595799
2100;2024-05-04 09:50:49;13.5752001953125;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;13.6531298111424
2101;2024-05-04 10:20:49;14.5726342773437;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;14.6505638931736
2102;2024-05-04 10:50:49;15.4949926757812;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;15.5729222916111
2103;2024-05-04 11:20:49;16.4924267578125;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;16.5703563736424
2104;2024-05-04 11:50:49;17.4255102539062;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;17.5034398697361
2105;2024-05-04 12:20:49;18.7661474609375;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;18.8440770767674
2106;2024-05-04 12:50:49;18.3693188476563;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;18.4472484634862
2107;2024-05-04 13:20:49;17.9403149414062;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;18.0182445572361
2108;2024-05-04 13:50:49;19.5061791992187;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;19.5841088150486
2109;2024-05-04 14:20:49;21.2972705078125;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;21.3752001236424
2110;2024-05-04 14:50:49;22.6593579101563;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;22.7372875259862
2111;2024-05-04 15:20:49;20.4821630859375;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;20.5600927017674
2112;2024-05-04 15:50:49;20.0960595703125;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;20.1739891861424
2113;2024-05-04 16:20:49;19.9780834960938;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;20.0560131119237
2114;2024-05-04 16:50:49;19.1844262695313;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;19.2623558853612
2115;2024-05-04 17:20:49;18.2406176757812;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;18.3185472916111
2116;2024-05-04 17:50:49;17.457685546875;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;17.5356151627049
2117;2024-05-04 18:20:49;16.9536059570313;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;17.0315355728612
2118;2024-05-04 18:50:49;17.1573828125;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;17.2353124283299
2119;2024-05-04 19:20:49;16.4817016601562;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;16.5596312759861
2120;2024-05-04 19:50:49;16.21357421875;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;16.2915038345799
2121;2024-05-04 20:20:49;15.8167456054687;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;15.8946752212986
2122;2024-05-04 20:50:49;15.5486181640625;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;15.6265477798924
2123;2024-05-04 21:20:49;15.3341162109375;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;15.4120458267674
2124;2024-05-04 21:50:49;15.226865234375;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;15.3047948502049
2125;2024-05-04 22:20:49;15.1088891601562;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;15.1868187759861
2126;2024-05-04 22:50:49;15.0445385742187;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;15.1224681900486
2127;2024-05-04 23:20:49;15.0445385742187;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;15.1224681900486
2128;2024-05-04 23:50:49;15.0016381835937;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;15.0795677994236
2129;2024-05-05 00:20:49;15.0016381835937;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;15.0795677994236
2130;2024-05-05 00:50:49;15.0016381835937;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;15.0795677994236
2131;2024-05-05 01:20:49;15.01236328125;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;15.0902928970799
2132;2024-05-05 01:50:49;15.01236328125;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;15.0902928970799
2133;2024-05-05 02:20:49;14.9801879882813;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;15.0581176041112
2134;2024-05-05 02:50:49;14.883662109375;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;14.9615917252049
2135;2024-05-05 03:20:49;14.8193115234375;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;14.8972411392674
2136;2024-05-05 03:50:49;14.7335107421875;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;14.8114403580174
2137;2024-05-05 04:20:49;14.6048095703125;1;21150040;"MX2203";30;"43.6321572, 3.8619860";0.0779296158299232;14.6827391861424
